antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Queen'}),frozenset({'Depeche Mode'}),0.019453207150368034,0.013669821240799159,0.005257623554153523,0.2702702702702703,19.771309771309774,1.0,0.004991701689847756,1.3516376523737197,0.9682573726541555,0.18867924528301888,0.2601567452313721,0.3274428274428275
frozenset({'Maroon 5'}),frozenset({'Nicki Minaj'}),0.019453207150368034,0.013669821240799159,0.005257623554153523,0.2702702702702703,19.771309771309774,1.0,0.004991701689847756,1.3516376523737197,0.9682573726541555,0.18867924528301888,0.2601567452313721,0.3274428274428275
frozenset({'Depeche Mode'}),frozenset({'Queen'}),0.013669821240799159,0.019453207150368034,0.005257623554153523,0.38461538461538464,19.77130977130977,1.0,0.004991701689847756,1.5933885383806519,0.9625799573560767,0.18867924528301888,0.3724066817900598,0.3274428274428275
frozenset({'Nicki Minaj'}),frozenset({'Maroon 5'}),0.013669821240799159,0.019453207150368034,0.005257623554153523,0.38461538461538464,19.77130977130977,1.0,0.004991701689847756,1.5933885383806519,0.9625799573560767,0.18867924528301888,0.3724066817900598,0.3274428274428275
frozenset({'M.I.A.'}),frozenset({'Kanye West'}),0.015247108307045216,0.026288117770767613,0.007886435331230283,0.5172413793103448,19.675862068965515,1.0,0.00748561755239103,2.016974613189124,0.9638725751913152,0.234375,0.5042079392269307,0.4086206896551724
frozenset({'Kanye West'}),frozenset({'M.I.A.'}),0.026288117770767613,0.015247108307045216,0.007886435331230283,0.3,19.675862068965515,1.0,0.00748561755239103,1.4067898452756498,0.9748020158387329,0.234375,0.28916177255739456,0.4086206896551724
frozenset({'Coldplay'}),"frozenset({'Everything But The Girl', 'Passenger'})",0.03838065194532071,0.008412197686645636,0.006309148264984227,0.16438356164383564,19.54109589041096,1.0,0.005986282633477849,1.1866542552274568,0.9866958264989977,0.15584415584415584,0.15729455686456806,0.4571917808219178
frozenset({'Coldplay'}),"frozenset({'The Killers', 'Keane'})",0.03838065194532071,0.008412197686645636,0.006309148264984227,0.16438356164383564,19.54109589041096,1.0,0.005986282633477849,1.1866542552274568,0.9866958264989977,0.15584415584415584,0.15729455686456806,0.4571917808219178
"frozenset({'The Killers', 'Keane'})",frozenset({'Coldplay'}),0.008412197686645636,0.03838065194532071,0.006309148264984227,0.75,19.54109589041096,1.0,0.005986282633477849,3.846477392218717,0.9568752209261223,0.15584415584415584,0.7400218698742482,0.4571917808219178
"frozenset({'Everything But The Girl', 'Passenger'})",frozenset({'Coldplay'}),0.008412197686645636,0.03838065194532071,0.006309148264984227,0.75,19.54109589041096,1.0,0.005986282633477849,3.846477392218717,0.9568752209261223,0.15584415584415584,0.7400218698742482,0.4571917808219178
frozenset({'Arctic Monkeys'}),frozenset({'Franz Ferdinand'}),0.026813880126182965,0.012092534174553101,0.006309148264984227,0.23529411764705882,19.457800511508953,1.0,0.0059849005032059895,1.2918789937717383,0.9747433819556998,0.1935483870967742,0.22593369439313776,0.3785166240409207
frozenset({'Franz Ferdinand'}),frozenset({'Arctic Monkeys'}),0.012092534174553101,0.026813880126182965,0.006309148264984227,0.5217391304347826,19.45780051150895,1.0,0.0059849005032059895,2.034843705190708,0.9602182011708357,0.1935483870967742,0.5085617644986259,0.3785166240409207
frozenset({'U2'}),frozenset({'Green Day'}),0.01840168243953733,0.014721345951629864,0.005257623554153523,0.28571428571428575,19.408163265306126,1.0,0.004986726020869062,1.3793901156677184,0.9662560257096947,0.18867924528301888,0.2750419271230371,0.32142857142857145
frozenset({'Macklemore & Ryan Lewis'}),frozenset({'JAY Z'}),0.010515247108307046,0.02576235541535226,0.005257623554153523,0.5,19.408163265306122,1.0,0.004986726020869062,1.9484752891692956,0.9585547290116898,0.16949152542372886,0.4867781975175391,0.3520408163265306
frozenset({'JAY Z'}),frozenset({'Macklemore & Ryan Lewis'}),0.02576235541535226,0.010515247108307046,0.005257623554153523,0.20408163265306123,19.408163265306122,1.0,0.004986726020869062,1.2431987920946912,0.9735563950350783,0.16949152542372886,0.19562341408401832,0.3520408163265306
frozenset({'Green Day'}),frozenset({'U2'}),0.014721345951629864,0.01840168243953733,0.005257623554153523,0.35714285714285715,19.408163265306122,1.0,0.004986726020869062,1.5269307162051644,0.9626467449306298,0.18867924528301888,0.3450914377534624,0.32142857142857145
frozenset({'JAY Z'}),frozenset({'Kanye West'}),0.02576235541535226,0.026288117770767613,0.013144058885383806,0.5102040816326531,19.408163265306122,1.0,0.012466815052172654,1.987995092884683,0.9735563950350782,0.3378378378378379,0.49698064971128836,0.5051020408163265
frozenset({'Kanye West'}),frozenset({'JAY Z'}),0.026288117770767613,0.02576235541535226,0.013144058885383806,0.5,19.408163265306122,1.0,0.012466815052172654,1.9484752891692956,0.9740820734341253,0.3378378378378379,0.4867781975175391,0.5051020408163265
frozenset({'Avicii'}),frozenset({'Skrillex'}),0.022082018927444796,0.014721345951629864,0.006309148264984227,0.2857142857142857,19.408163265306122,1.0,0.005984071225042874,1.3793901156677182,0.9698924731182796,0.20689655172413793,0.27504192712303704,0.3571428571428571
frozenset({'Skrillex'}),frozenset({'Avicii'}),0.014721345951629864,0.022082018927444796,0.006309148264984227,0.42857142857142855,19.40816326530612,1.0,0.005984071225042874,1.7113564668769718,0.9626467449306297,0.20689655172413793,0.4156682027649769,0.3571428571428571
frozenset({'Lorde'}),frozenset({'Bastille'}),0.019978969505783387,0.023133543638275498,0.008937960042060988,0.4473684210526316,19.338516746411486,1.0,0.008475775679151172,1.7676631115116923,0.9676218126735673,0.26153846153846155,0.43428134383321054,0.416866028708134
frozenset({'Bastille'}),frozenset({'Lorde'}),0.023133543638275498,0.019978969505783387,0.008937960042060988,0.3863636363636364,19.338516746411486,1.0,0.008475775679151172,1.5970713089535384,0.9707465332742353,0.26153846153846155,0.37385388216933285,0.416866028708134
frozenset({'The Strokes'}),frozenset({'Muse'}),0.016824395373291272,0.019453207150368034,0.006309148264984227,0.375,19.277027027027028,1.0,0.0059818598166078985,1.5688748685594112,0.964349376114082,0.2105263157894737,0.3626005361930295,0.34966216216216217
frozenset({'Muse'}),frozenset({'The Strokes'}),0.019453207150368034,0.016824395373291272,0.006309148264984227,0.3243243243243243,19.277027027027025,1.0,0.0059818598166078985,1.4550998948475289,0.966934763181412,0.2105263157894737,0.3127619598207833,0.34966216216216217
"frozenset({'Avicii', 'Calvin Harris'})",frozenset({'Rihanna'}),0.011041009463722398,0.024710830704521555,0.005257623554153523,0.47619047619047616,19.27051671732523,1.0,0.004984791038488459,1.8619156868368225,0.9586921850079746,0.1724137931034483,0.46291875240662295,0.3444782168186423
frozenset({'Rihanna'}),"frozenset({'Avicii', 'Calvin Harris'})",0.024710830704521555,0.011041009463722398,0.005257623554153523,0.21276595744680854,19.27051671732523,1.0,0.004984791038488459,1.2562452041947312,0.9721293800539084,0.1724137931034483,0.20397706063999463,0.3444782168186423
